caminho,nome_do_arquivo,tipo,modulo_relacionado,finalidade,publico,status,observacoes
03_PRANCHAS_CONCEITUAIS/PNG/21_COMO_USAR_IA_EM_OBRAS_COM_SEGURANCA.png,21_COMO_USAR_IA_EM_OBRAS_COM_SEGURANCA.png,png,14,prancha conceitual em PNG,"usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
03_PRANCHAS_CONCEITUAIS/PNG/22_APOIO_DA_IA_X_VALIDACAO_PROFISSIONAL.png,22_APOIO_DA_IA_X_VALIDACAO_PROFISSIONAL.png,png,Geral,prancha conceitual em PNG,"usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
03_PRANCHAS_CONCEITUAIS/PNG/23_FLUXO_GERAL_DOS_MODULOS_IA_10_A_14.png,23_FLUXO_GERAL_DOS_MODULOS_IA_10_A_14.png,png,Geral,prancha conceitual em PNG,"usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
03_PRANCHAS_CONCEITUAIS/PNG/24_JORNADA_DO_USUARIO_NO_PACOTE_COMPLETO.png,24_JORNADA_DO_USUARIO_NO_PACOTE_COMPLETO.png,png,Geral,prancha conceitual em PNG,"usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
03_PRANCHAS_CONCEITUAIS/SVG/01_FLUXO_DE_COMPATIBILIZACAO_TECNICA_COM_IA.svg,01_FLUXO_DE_COMPATIBILIZACAO_TECNICA_COM_IA.svg,svg,10,fonte vetorial editável,"usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
03_PRANCHAS_CONCEITUAIS/SVG/02_MATRIZ_DE_INTERFERENCIAS_ENTRE_DISCIPLINAS.svg,02_MATRIZ_DE_INTERFERENCIAS_ENTRE_DISCIPLINAS.svg,svg,10,fonte vetorial editável,"usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
03_PRANCHAS_CONCEITUAIS/SVG/03_CHECKLIST_VISUAL_DE_CONFLITOS_COMUNS.svg,03_CHECKLIST_VISUAL_DE_CONFLITOS_COMUNS.svg,svg,10,fonte vetorial editável,"usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
03_PRANCHAS_CONCEITUAIS/SVG/04_MAPA_DE_PERGUNTAS_PARA_COMPATIBILIZACAO.svg,04_MAPA_DE_PERGUNTAS_PARA_COMPATIBILIZACAO.svg,svg,10,fonte vetorial editável,"usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
03_PRANCHAS_CONCEITUAIS/SVG/05_FLUXO_DE_LEVANTAMENTO_DE_QUANTITATIVOS.svg,05_FLUXO_DE_LEVANTAMENTO_DE_QUANTITATIVOS.svg,svg,11,fonte vetorial editável,"usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
03_PRANCHAS_CONCEITUAIS/SVG/06_QUANTIDADE_INFORMADA_ESTIMADA_E_VALIDADA.svg,06_QUANTIDADE_INFORMADA_ESTIMADA_E_VALIDADA.svg,svg,11,fonte vetorial editável,"usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
03_PRANCHAS_CONCEITUAIS/SVG/07_MAPA_DE_CRITERIOS_DE_MEDICAO.svg,07_MAPA_DE_CRITERIOS_DE_MEDICAO.svg,svg,11,fonte vetorial editável,"usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
03_PRANCHAS_CONCEITUAIS/SVG/08_ESTRUTURA_DE_ORCAMENTO_PRELIMINAR_COM_IA.svg,08_ESTRUTURA_DE_ORCAMENTO_PRELIMINAR_COM_IA.svg,svg,11,fonte vetorial editável,"usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
03_PRANCHAS_CONCEITUAIS/SVG/09_FLUXO_DE_CRIACAO_DE_EAP.svg,09_FLUXO_DE_CRIACAO_DE_EAP.svg,svg,12,fonte vetorial editável,"usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
03_PRANCHAS_CONCEITUAIS/SVG/10_ATIVIDADES_DEPENDENCIAS_E_MARCOS.svg,10_ATIVIDADES_DEPENDENCIAS_E_MARCOS.svg,svg,12,fonte vetorial editável,"usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
03_PRANCHAS_CONCEITUAIS/SVG/11_MAPA_DE_RISCOS_DE_PLANEJAMENTO.svg,11_MAPA_DE_RISCOS_DE_PLANEJAMENTO.svg,svg,12,fonte vetorial editável,"usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
03_PRANCHAS_CONCEITUAIS/SVG/12_CRONOGRAMA_PRELIMINAR_LIMITES.svg,12_CRONOGRAMA_PRELIMINAR_LIMITES.svg,svg,12,fonte vetorial editável,"usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
03_PRANCHAS_CONCEITUAIS/SVG/13_FLUXO_DE_VISTORIA_ASSISTIDA_POR_IA.svg,13_FLUXO_DE_VISTORIA_ASSISTIDA_POR_IA.svg,svg,13,fonte vetorial editável,"usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
03_PRANCHAS_CONCEITUAIS/SVG/14_MAPA_DE_REGISTRO_FOTOGRAFICO_TECNICO.svg,14_MAPA_DE_REGISTRO_FOTOGRAFICO_TECNICO.svg,svg,13,fonte vetorial editável,"usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
03_PRANCHAS_CONCEITUAIS/SVG/15_CLASSIFICACAO_PRELIMINAR_DE_ACHADOS.svg,15_CLASSIFICACAO_PRELIMINAR_DE_ACHADOS.svg,svg,13,fonte vetorial editável,"usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
03_PRANCHAS_CONCEITUAIS/SVG/16_ESTRUTURA_SEGURA_DE_RELATORIO_PRELIMINAR.svg,16_ESTRUTURA_SEGURA_DE_RELATORIO_PRELIMINAR.svg,svg,13,fonte vetorial editável,"usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
03_PRANCHAS_CONCEITUAIS/SVG/17_FLUXO_DE_IDENTIFICACAO_PRELIMINAR_DE_RISCOS.svg,17_FLUXO_DE_IDENTIFICACAO_PRELIMINAR_DE_RISCOS.svg,svg,14,fonte vetorial editável,"usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
03_PRANCHAS_CONCEITUAIS/SVG/18_MAPA_VISUAL_DE_EPI_EPC_E_SINALIZACAO.svg,18_MAPA_VISUAL_DE_EPI_EPC_E_SINALIZACAO.svg,svg,14,fonte vetorial editável,"usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
03_PRANCHAS_CONCEITUAIS/SVG/19_ESTRUTURA_DE_DDS_COM_APOIO_DE_IA.svg,19_ESTRUTURA_DE_DDS_COM_APOIO_DE_IA.svg,svg,14,fonte vetorial editável,"usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
03_PRANCHAS_CONCEITUAIS/SVG/20_LIMITES_DA_IA_EM_SEGURANCA_DO_TRABALHO.svg,20_LIMITES_DA_IA_EM_SEGURANCA_DO_TRABALHO.svg,svg,14,fonte vetorial editável,"usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
03_PRANCHAS_CONCEITUAIS/SVG/21_COMO_USAR_IA_EM_OBRAS_COM_SEGURANCA.svg,21_COMO_USAR_IA_EM_OBRAS_COM_SEGURANCA.svg,svg,14,fonte vetorial editável,"usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
03_PRANCHAS_CONCEITUAIS/SVG/22_APOIO_DA_IA_X_VALIDACAO_PROFISSIONAL.svg,22_APOIO_DA_IA_X_VALIDACAO_PROFISSIONAL.svg,svg,Geral,fonte vetorial editável,"usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
03_PRANCHAS_CONCEITUAIS/SVG/23_FLUXO_GERAL_DOS_MODULOS_IA_10_A_14.svg,23_FLUXO_GERAL_DOS_MODULOS_IA_10_A_14.svg,svg,Geral,fonte vetorial editável,"usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
03_PRANCHAS_CONCEITUAIS/SVG/24_JORNADA_DO_USUARIO_NO_PACOTE_COMPLETO.svg,24_JORNADA_DO_USUARIO_NO_PACOTE_COMPLETO.svg,svg,Geral,fonte vetorial editável,"usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
04_GUIA_DE_USO_DA_EXPANSAO/GUIA_DE_USO_EXPANSAO_PREMIUM.md,GUIA_DE_USO_EXPANSAO_PREMIUM.md,md,Geral,"fonte textual, guia ou relatório","usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
04_GUIA_DE_USO_DA_EXPANSAO/GUIA_DE_USO_EXPANSAO_PREMIUM.pdf,GUIA_DE_USO_EXPANSAO_PREMIUM.pdf,pdf,Geral,guia diagramado em PDF,"usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
05_ARQUIVOS_FONTE_EDITAVEIS/GUIAS_MD/GUIA_COMPATIBILIZACAO_TECNICA_COM_IA.md,GUIA_COMPATIBILIZACAO_TECNICA_COM_IA.md,md,10,"fonte textual, guia ou relatório","usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
05_ARQUIVOS_FONTE_EDITAVEIS/GUIAS_MD/GUIA_DE_USO_EXPANSAO_PREMIUM_FONTE.md,GUIA_DE_USO_EXPANSAO_PREMIUM_FONTE.md,md,Geral,"fonte textual, guia ou relatório","usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
05_ARQUIVOS_FONTE_EDITAVEIS/GUIAS_MD/GUIA_GERAL_MODULOS_IA_10_A_14.md,GUIA_GERAL_MODULOS_IA_10_A_14.md,md,Geral,"fonte textual, guia ou relatório","usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
05_ARQUIVOS_FONTE_EDITAVEIS/GUIAS_MD/GUIA_ORCAMENTO_E_QUANTITATIVOS_COM_IA.md,GUIA_ORCAMENTO_E_QUANTITATIVOS_COM_IA.md,md,11,"fonte textual, guia ou relatório","usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
05_ARQUIVOS_FONTE_EDITAVEIS/GUIAS_MD/GUIA_PLANEJAMENTO_DE_OBRA_COM_IA.md,GUIA_PLANEJAMENTO_DE_OBRA_COM_IA.md,md,12,"fonte textual, guia ou relatório","usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
05_ARQUIVOS_FONTE_EDITAVEIS/GUIAS_MD/GUIA_SEGURANCA_DO_TRABALHO_EM_OBRAS_COM_IA.md,GUIA_SEGURANCA_DO_TRABALHO_EM_OBRAS_COM_IA.md,md,14,"fonte textual, guia ou relatório","usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
05_ARQUIVOS_FONTE_EDITAVEIS/GUIAS_MD/GUIA_VISTORIAS_E_RELATORIOS_TECNICOS_COM_IA.md,GUIA_VISTORIAS_E_RELATORIOS_TECNICOS_COM_IA.md,md,13,"fonte textual, guia ou relatório","usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
05_ARQUIVOS_FONTE_EDITAVEIS/MODELOS_CSV/ATIVIDADES_PLANEJAMENTO_MODELO.csv,ATIVIDADES_PLANEJAMENTO_MODELO.csv,csv,12,inventário ou aba principal em CSV,"usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
05_ARQUIVOS_FONTE_EDITAVEIS/MODELOS_CSV/PENDENCIAS_GERAIS_MODELO.csv,PENDENCIAS_GERAIS_MODELO.csv,csv,Geral,inventário ou aba principal em CSV,"usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
05_ARQUIVOS_FONTE_EDITAVEIS/MODELOS_CSV/QUANTITATIVOS_MODELO.csv,QUANTITATIVOS_MODELO.csv,csv,11,inventário ou aba principal em CSV,"usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
05_ARQUIVOS_FONTE_EDITAVEIS/MODELOS_CSV/REGISTROS_DE_CAMPO_MODELO.csv,REGISTROS_DE_CAMPO_MODELO.csv,csv,13,inventário ou aba principal em CSV,"usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
05_ARQUIVOS_FONTE_EDITAVEIS/PRANCHAS_JSON/pranchas_conceituais_fonte.json,pranchas_conceituais_fonte.json,json,Geral,material de expansão premium,"usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
05_ARQUIVOS_FONTE_EDITAVEIS/README_ARQUIVOS_FONTE.md,README_ARQUIVOS_FONTE.md,md,Geral,"fonte textual, guia ou relatório","usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
README_EXPANSAO_PREMIUM.md,README_EXPANSAO_PREMIUM.md,md,Geral,"fonte textual, guia ou relatório","usuário iniciante/intermediário, estudante, projetista, consultor ou equipe técnica",criado,Material educacional e preliminar.
